10 mV/s,,,20 mV/s,,,50 mV/s,,,100 mV/s,
電位,電流,,電位,電流,,電位,電流,,電位,電流
0.280689389,5.27093E-09,,0.439697355,-8.93601E-09,,,,,,
0.281740814,5.3699E-09,,0.437711477,-8.91782E-09,,,,,,
0.282726854,5.29145E-09,,0.435598254,-8.97472E-09,,,,,,
0.28370598,5.31975E-09,,0.433691353,-8.9459E-09,,,,,,
0.284770668,5.31477E-09,,0.431771845,-8.91325E-09,,,,,,
0.285743177,5.37036E-09,,0.429812819,-8.87892E-09,,,,,,
0.286708862,5.27946E-09,,0.42769891,-8.93989E-09,,,,,,
0.287691712,5.31264E-09,,0.425577819,-9.03633E-09,,,,,,
0.288778245,5.33245E-09,,0.423686922,-8.94522E-09,,,,,,
0.289739549,5.3388E-09,,0.421698332,-8.902E-09,,,,,,
0.290694445,5.27788E-09,,0.419688016,-8.93787E-09,,,,,,
0.291687906,5.29474E-09,,0.417629331,-8.99034E-09,,,,,,
0.29273048,5.29617E-09,,0.415710509,-8.97593E-09,,,,,,
0.293769419,5.37664E-09,,0.413743049,-8.90981E-09,,,,,,
0.294711471,5.31346E-09,,0.411708832,-8.93547E-09,,,,,,
0.295698494,5.31154E-09,,0.409647077,-8.95742E-09,,,,,,
0.296658605,5.26346E-09,,0.407621294,-9.02142E-09,,,,,,
0.297703028,5.31673E-09,,0.405707359,-8.89207E-09,,,,,,
0.298745185,5.30792E-09,,0.403664201,-8.93287E-09,,,,,,
0.299732596,5.33949E-09,,0.401606351,-8.9905E-09,,,,,,
0.300803095,5.3026E-09,,0.399743915,-8.93758E-09,,,,,,
0.30170843,5.33643E-09,,0.397687912,-8.91999E-09,,,,,,
0.302758694,5.31299E-09,,0.395607084,-8.95677E-09,,,,,,
0.303756982,5.35468E-09,,0.393715739,-8.91305E-09,,,,,,
0.304741681,5.30079E-09,,0.391707718,-8.97526E-09,,,,,,
0.305802703,5.37101E-09,,0.389704615,-8.91536E-09,,,,,,
0.306796432,5.34206E-09,,0.387709022,-8.92228E-09,,,,,,
0.3076998,5.32525E-09,,0.385697186,-8.95415E-09,,,,,,
0.308731496,5.2943E-09,,0.383697242,-8.94289E-09,,,,,,
0.309709966,5.30806E-09,,0.381620586,-8.98241E-09,,,,,,
0.310699493,5.30311E-09,,0.379694551,-8.93435E-09,,,,,,
0.311756223,5.3591E-09,,0.37766093,-8.96101E-09,,,,,,
0.312745482,5.31126E-09,,0.375687897,-8.95422E-09,,,,,,
0.313734025,5.3154E-09,,0.373630822,-8.9592E-09,,,,,,
0.31456846,5.22713E-09,,0.371724635,-8.91529E-09,,,,,,
0.315753162,5.33931E-09,,0.369638354,-8.94406E-09,,,,,,
0.316709399,5.30329E-09,,0.367610812,-8.97198E-09,,,,,,
0.317727119,5.34373E-09,,0.365701318,-8.94757E-09,,,,,,
0.318731129,5.28863E-09,,0.36368075,-8.93127E-09,,,,,,
0.319707751,5.32935E-09,,0.361662179,-8.95528E-09,,,,,,
0.320704818,5.26689E-09,,0.35973829,-8.91673E-09,,,,,,
0.321749657,5.32703E-09,,0.35766989,-8.93004E-09,,,,,,
0.322754771,5.30488E-09,,0.355681062,-8.91735E-09,,,,,,
0.323721051,5.33214E-09,,0.353669792,-8.93514E-09,,,,,,
0.324765563,5.30564E-09,,0.351647913,-8.97021E-09,,,,,,
0.325755686,5.37681E-09,,0.349656314,-8.93667E-09,,,,,,
0.326721668,5.28582E-09,,0.347688407,-8.9227E-09,,,,,,
0.327733755,5.31946E-09,,0.345614016,-8.98648E-09,,,,,,
0.328733891,5.26232E-09,,0.343650132,-8.9628E-09,,,,,,
0.329724908,5.33637E-09,,0.341632307,-8.9649E-09,,,,,,
0.330704927,5.28028E-09,,0.339734226,-8.92523E-09,,,,,,
0.331716269,5.30592E-09,,0.337686568,-8.95384E-09,,,,,,
0.332740128,5.27031E-09,,0.335555911,-8.99697E-09,,,,,,
0.333760917,5.34254E-09,,0.333590269,-8.97625E-09,,,,,,
0.334733844,5.31166E-09,,0.331609577,-8.97982E-09,,,,,,
0.335752875,5.33722E-09,,0.329704136,-8.94143E-09,,,,,,
0.336751252,5.28699E-09,,0.327626169,-8.98302E-09,,,,,,
0.337739915,5.33786E-09,,0.325767368,-8.89358E-09,,,,,,
0.338773698,5.3494E-09,,0.323687702,-8.91386E-09,,,,,,
0.339728802,5.29384E-09,,0.321617275,-9.00836E-09,,,,,,
0.340715855,5.25613E-09,,0.319678038,-8.92492E-09,,,,,,
0.341713697,5.29602E-09,,0.317555666,-8.96697E-09,,,,,,
0.342750669,5.32737E-09,,0.31565249,-8.96651E-09,,,,,,
0.343752712,5.31868E-09,,0.313756824,-8.89321E-09,,,,,,
0.344726264,5.29233E-09,,0.311640352,-8.95381E-09,,,,,,
0.345746875,5.2969E-09,,0.309649944,-8.95057E-09,,,,,,
0.346750051,5.31864E-09,,0.307782412,-8.79929E-09,,,,,,
0.347762108,5.32929E-09,,0.305639416,-8.94685E-09,,,,,,
0.348750591,5.28992E-09,,0.303603292,-8.98732E-09,,,,,,
0.34977451,5.34263E-09,,0.301612526,-8.96878E-09,,,,,,
0.350746065,5.34112E-09,,0.299663424,-8.93856E-09,,,,,,
0.351734519,5.34503E-09,,0.297590375,-8.96864E-09,,,,,,
0.352766991,5.29777E-09,,0.295703024,-8.93333E-09,,,,,,
0.353783548,5.34707E-09,,0.293670028,-8.9308E-09,,,,,,
0.354719251,5.28321E-09,,0.291631997,-8.95029E-09,,,,,,
0.355732918,5.34588E-09,,0.289727986,-8.87268E-09,,,,,,
0.356747389,5.29488E-09,,0.287592322,-9.00816E-09,,,,,,
0.357740015,5.3541E-09,,0.285603106,-8.9488E-09,,,,,,
0.358709663,5.27339E-09,,0.283684701,-8.90777E-09,,,,,,
0.359784096,5.36909E-09,,0.281687498,-8.9171E-09,,,,,,
0.36075148,5.28321E-09,,0.279668421,-8.91685E-09,,,,,,
0.361740619,5.3487E-09,,0.277586967,-8.97757E-09,,,,,,
0.362786651,5.34536E-09,,0.275553018,-8.99873E-09,,,,,,
0.363765419,5.34655E-09,,0.273741931,-8.8999E-09,,,,,,
0.364761502,5.25273E-09,,0.271703959,-8.90627E-09,,,,,,
0.365726471,5.31857E-09,,0.269668698,-8.9445E-09,,,,,,
0.366756976,5.31185E-09,,0.267516911,-9.01003E-09,,,,,,
0.367755175,5.35322E-09,,0.265747398,-8.91578E-09,,,,,,
0.368744701,5.26741E-09,,0.263554931,-8.96552E-09,,,,,,
0.369735867,5.30908E-09,,0.261660129,-8.94628E-09,,,,,,
0.370723695,5.27906E-09,,0.259691894,-8.91716E-09,,,,,,
0.37173,5.32174E-09,,0.257620335,-8.99946E-09,,,,,,
0.372731388,5.25389E-09,,0.255625516,-8.96008E-09,,,,,,
0.373782486,5.36996E-09,,0.253662586,-8.95841E-09,,,,,,
0.37474525,5.32358E-09,,0.251649797,-8.95305E-09,,,,,,
0.375752628,5.32908E-09,,0.249700665,-8.92231E-09,,,,,,
0.376779407,5.28267E-09,,0.247563601,-8.99804E-09,,,,,,
0.377761424,5.3263E-09,,0.245718405,-8.90346E-09,,,,,,
0.378791004,5.305E-09,,0.243671432,-8.9285E-09,,,,,,
0.379782796,5.3485E-09,,0.241607338,-8.94735E-09,,,,,,
0.380802035,5.32498E-09,,0.239650756,-8.95706E-09,,,,,,
0.381731004,5.27891E-09,,0.23764877,-8.93397E-09,,,,,,
0.382698655,5.2642E-09,,0.235567391,-8.98828E-09,,,,,,
0.383719385,5.32253E-09,,0.233547315,-8.98113E-09,,,,,,
0.384768695,5.26054E-09,,0.231643558,-8.92125E-09,,,,,,
0.385730088,5.30489E-09,,0.229600236,-8.92329E-09,,,,,,
0.386750907,5.31962E-09,,0.227576092,-8.98743E-09,,,,,,
0.387783647,5.29969E-09,,0.225632176,-8.94947E-09,,,,,,
0.388771594,5.28694E-09,,0.223632619,-8.99513E-09,,,,,,
0.389780074,5.36061E-09,,0.221627191,-8.95045E-09,,,,,,
0.390765935,5.30204E-09,,0.219606772,-8.91208E-09,,,,,,
0.391768515,5.36049E-09,,0.217583522,-8.93528E-09,,,,,,
0.392763317,5.26494E-09,,0.215612158,-8.98208E-09,,,,,,
0.393772274,5.31284E-09,,0.213597745,-8.94961E-09,,,,,,
0.394744456,5.26569E-09,,0.21165821,-8.92625E-09,,,,,,
0.395749629,5.34919E-09,,0.209587917,-8.95696E-09,,,,,,
0.396805108,5.31098E-09,,0.207657903,-8.96164E-09,,,,,,
0.397753149,5.31845E-09,,0.20567517,-8.922E-09,,,,,,
0.398789197,5.31187E-09,,0.203628078,-8.95092E-09,,,,,,
0.39978686,5.34899E-09,,0.201567531,-8.9733E-09,,,,,,
0.40078178,5.30146E-09,,0.199618131,-8.94135E-09,,,,,,
0.401796669,5.35774E-09,,0.197618753,-8.9489E-09,,,,,,
0.402806878,5.33093E-09,,0.195634842,-8.9182E-09,,,,,,
0.403786719,5.32935E-09,,0.193599999,-8.9165E-09,,,,,,
0.404772609,5.27708E-09,,0.191705182,-8.91289E-09,,,,,,
0.405763268,5.34586E-09,,0.189565048,-8.95378E-09,,,,,,
0.406803936,5.32001E-09,,0.187578738,-8.97907E-09,,,,,,
0.407760948,5.30952E-09,,0.185650632,-8.89979E-09,,,,,,
0.408746183,5.28806E-09,,0.183612168,-8.95988E-09,,,,,,
0.409736842,5.32676E-09,,0.181618974,-8.94005E-09,,,,,,
0.410773337,5.2928E-09,,0.17961134,-8.93183E-09,,,,,,
0.411749065,5.32735E-09,,0.177580073,-8.96575E-09,,,,,,
0.412736237,5.26479E-09,,0.175645009,-8.92548E-09,,,,,,
0.413778275,5.34167E-09,,0.173693374,-8.91382E-09,,,,,,
0.414786786,5.30204E-09,,0.171657115,-8.92255E-09,,,,,,
0.415738404,5.32368E-09,,0.169607967,-8.91335E-09,,,,,,
0.416782171,5.32734E-09,,0.167607769,-8.96161E-09,,,,,,
0.417803675,5.31634E-09,,0.165550143,-8.95023E-09,,,,,,
0.418760151,5.27763E-09,,0.16354236,-8.98393E-09,,,,,,
0.419792771,5.35692E-09,,0.161619574,-8.93387E-09,,,,,,
0.420758963,5.28224E-09,,0.159599721,-8.93246E-09,,,,,,
0.42177704,5.30704E-09,,0.157548353,-8.96794E-09,,,,,,
0.422783464,5.29991E-09,,0.155604184,-8.94532E-09,,,,,,
0.423805654,5.35087E-09,,0.153510764,-9.01087E-09,,,,,,
0.424777448,5.26018E-09,,0.151597261,-8.9637E-09,,,,,,
0.425827593,5.34561E-09,,0.149557218,-8.98506E-09,,,,,,
0.426800072,5.32787E-09,,0.147588879,-8.96295E-09,,,,,,
0.427741796,5.34927E-09,,0.145538718,-8.9814E-09,,,,,,
0.428780317,5.27004E-09,,0.143580958,-9.00053E-09,,,,,,
0.429794878,5.34135E-09,,0.14160046,-8.97681E-09,,,,,,
0.43077293,5.28004E-09,,0.139523059,-9.02775E-09,,,,,,
0.431785047,5.33334E-09,,0.137554646,-8.99377E-09,,,,,,
0.432777464,5.25348E-09,,0.135603726,-8.94509E-09,,,,,,
0.433788478,5.35316E-09,,0.13352114,-9.01334E-09,,,,,,
0.434792519,5.30344E-09,,0.131604791,-8.92372E-09,,,,,,
0.435750663,5.31622E-09,,0.129701167,-8.89629E-09,,,,,,
0.436810881,5.28758E-09,,0.12761344,-8.94534E-09,,,,,,
0.437795818,5.33143E-09,,0.125576541,-8.95469E-09,,,,,,
0.438782454,5.29429E-09,,0.123703226,-8.87025E-09,,,,,,
0.439799279,5.36831E-09,,0.121564247,-8.9463E-09,,,,,,
0.440816462,5.27699E-09,,0.119621642,-8.93057E-09,,,,,,
0.44176203,5.32477E-09,,0.117550991,-8.96773E-09,,,,,,
0.442804873,5.31444E-09,,0.115506195,-9.026E-09,,,,,,
0.443785846,5.34856E-09,,0.113457546,-9.02354E-09,,,,,,
0.444797426,5.29422E-09,,0.111473262,-9.05897E-09,,,,,,
0.445820212,5.34117E-09,,0.109527566,-9.00043E-09,,,,,,
0.446721047,5.25141E-09,,0.107613422,-8.95452E-09,,,,,,
0.44783479,5.34904E-09,,0.105517134,-9.00065E-09,,,,,,
0.448824525,5.26862E-09,,0.103644088,-8.93029E-09,,,,,,
0.449767292,5.32898E-09,,0.101478472,-8.97943E-09,,,,,,
0.450754851,5.27493E-09,,0.099594727,-8.91866E-09,,,,,,
0.451782197,5.35461E-09,,0.097479634,-9.02149E-09,,,,,,
0.452771991,5.29489E-09,,0.095584027,-8.9707E-09,,,,,,
0.453770369,5.31235E-09,,0.093583673,-8.94832E-09,,,,,,
0.454767555,5.28565E-09,,0.091594979,-8.95942E-09,,,,,,
0.45581767,5.3663E-09,,0.089603275,-8.91231E-09,,,,,,
0.456803083,5.27189E-09,,0.087591611,-8.90125E-09,,,,,,
0.457814693,5.3308E-09,,0.085489601,-8.9996E-09,,,,,,
0.458802789,5.31554E-09,,0.083558843,-8.97364E-09,,,,,,
0.459844619,5.34179E-09,,0.081598282,-8.93408E-09,,,,,,
0.460789979,5.28271E-09,,0.07956095,-8.98217E-09,,,,,,
0.461798847,5.30559E-09,,0.077493668,-8.99596E-09,,,,,,
0.462787062,5.29147E-09,,0.075601213,-8.91805E-09,,,,,,
0.463782102,5.33579E-09,,0.073565267,-8.95694E-09,,,,,,
0.46479091,5.2646E-09,,0.071568869,-8.95448E-09,,,,,,
0.465760231,5.3118E-09,,0.069473013,-9.00425E-09,,,,,,
0.466769964,5.29273E-09,,0.067546181,-8.94336E-09,,,,,,
0.467827857,5.34053E-09,,0.065557547,-8.97879E-09,,,,,,
0.468807667,5.24973E-09,,0.063555166,-8.94184E-09,,,,,,
0.469794214,5.30114E-09,,0.061539814,-8.97537E-09,,,,,,
0.470814228,5.2824E-09,,0.059431102,-9.01031E-09,,,,,,
0.47182402,5.3709E-09,,0.057490386,-8.9675E-09,,,,,,
0.472797394,5.26517E-09,,0.055609055,-8.9165E-09,,,,,,
0.473812759,5.32094E-09,,0.053498492,-8.99051E-09,,,,,,
0.474839956,5.33304E-09,,0.05157873,-8.96294E-09,,,,,,
0.475829273,5.35894E-09,,0.049474292,-8.99277E-09,,,,,,
0.476805806,5.26168E-09,,0.047564041,-8.93768E-09,,,,,,
0.477800488,5.29196E-09,,0.04546624,-8.99637E-09,,,,,,
0.478785634,5.29739E-09,,0.043563202,-8.96453E-09,,,,,,
0.479794323,5.33671E-09,,0.041598305,-8.92686E-09,,,,,,
0.480837882,5.29073E-09,,0.039556526,-8.96185E-09,,,,,,
0.481826156,5.32937E-09,,0.037563164,-8.92135E-09,,,,,,
0.482816696,5.30793E-09,,0.035480525,-8.9822E-09,,,,,,
0.483806133,5.33298E-09,,0.033576962,-8.94322E-09,,,,,,
0.484816819,5.25332E-09,,0.03146553,-9.01797E-09,,,,,,
0.485791206,5.29092E-09,,0.029462086,-9.02179E-09,,,,,,
0.486859351,5.33769E-09,,0.027520904,-8.97635E-09,,,,,,
0.48784557,5.37992E-09,,0.025506601,-8.99243E-09,,,,,,
0.488807976,5.29621E-09,,0.023495482,-8.99937E-09,,,,,,
0.489798933,5.33457E-09,,0.021489527,-8.97267E-09,,,,,,
0.490778267,5.27855E-09,,0.019506322,-8.98831E-09,,,,,,
0.49181217,5.35351E-09,,0.017510736,-8.98135E-09,,,,,,
0.49282214,5.27455E-09,,0.01546837,-8.96862E-09,,,,,,
0.493804216,5.31431E-09,,0.013594688,-8.96693E-09,,,,,,
0.494812578,5.29415E-09,,0.011572547,-8.89384E-09,,,,,,
0.495815158,5.37259E-09,,0.009462418,-9.00425E-09,,,,,,
0.496774226,5.25953E-09,,0.007529007,-8.96261E-09,,,,,,
0.497790843,5.29082E-09,,0.005588755,-8.93229E-09,,,,,,
0.498809248,5.28414E-09,,0.003512123,-8.95692E-09,,,,,,
0.499833584,5.34195E-09,,0.001437923,-9.02275E-09,,,,,,
0.500105023,-3.90074E-09,,,,,,,,,
0.499127388,-4.0868E-09,,,,,,,,,
0.498049974,-4.21525E-09,,,,,,,,,
0.497043431,-4.15068E-09,,,,,,,,,
0.496026963,-4.24708E-09,,,,,,,,,
0.495076925,-4.19596E-09,,,,,,,,,
0.494095474,-4.19587E-09,,,,,,,,,
0.493103802,-4.16127E-09,,,,,,,,,
0.492091238,-4.20659E-09,,,,,,,,,
0.491074204,-4.17626E-09,,,,,,,,,
0.49009493,-4.18582E-09,,,,,,,,,
0.48909989,-4.12303E-09,,,,,,,,,
0.488045394,-4.25676E-09,,,,,,,,,
0.487073839,-4.18555E-09,,,,,,,,,
0.48602739,-4.23378E-09,,,,,,,,,
0.485131443,-4.1283E-09,,,,,,,,,
0.484053522,-4.23696E-09,,,,,,,,,
0.483066171,-4.1879E-09,,,,,,,,,
0.482087433,-4.21252E-09,,,,,,,,,
0.481080741,-4.17394E-09,,,,,,,,,
0.480099142,-4.20031E-09,,,,,,,,,
0.479190975,-4.07768E-09,,,,,,,,,
0.478113264,-4.19E-09,,,,,,,,,
0.477134883,-4.13869E-09,,,,,,,,,
0.476072133,-4.22476E-09,,,,,,,,,
0.475072265,-4.18388E-09,,,,,,,,,
0.474033684,-4.21246E-09,,,,,,,,,
0.473050356,-4.18191E-09,,,,,,,,,
0.472071439,-4.19674E-09,,,,,,,,,
0.471041948,-4.20414E-09,,,,,,,,,
0.470035553,-4.23049E-09,,,,,,,,,
0.469082355,-4.15069E-09,,,,,,,,,
0.468171805,-4.14218E-09,,,,,,,,,
0.46708709,-4.17177E-09,,,,,,,,,
0.466075331,-4.26501E-09,,,,,,,,,
0.465050727,-4.17572E-09,,,,,,,,,
0.464060903,-4.23904E-09,,,,,,,,,
0.463090569,-4.18179E-09,,,,,,,,,
0.462072104,-4.21168E-09,,,,,,,,,
0.461093158,-4.16515E-09,,,,,,,,,
0.460128605,-4.16074E-09,,,,,,,,,
0.45907402,-4.19223E-09,,,,,,,,,
0.458059192,-4.22202E-09,,,,,,,,,
0.457085639,-4.16651E-09,,,,,,,,,
0.456097305,-4.21794E-09,,,,,,,,,
0.455091238,-4.1736E-09,,,,,,,,,
0.4540914,-4.2077E-09,,,,,,,,,
0.453096479,-4.16984E-09,,,,,,,,,
0.452036262,-4.23317E-09,,,,,,,,,
0.451082915,-4.19234E-09,,,,,,,,,
0.450052559,-4.22811E-09,,,,,,,,,
0.449072927,-4.16944E-09,,,,,,,,,
0.448022932,-4.2768E-09,,,,,,,,,
0.447065622,-4.19442E-09,,,,,,,,,
0.446109116,-4.21267E-09,,,,,,,,,
0.445082814,-4.16623E-09,,,,,,,,,
0.444092721,-4.1924E-09,,,,,,,,,
0.443057418,-4.20391E-09,,,,,,,,,
0.4420394,-4.21638E-09,,,,,,,,,
0.441058993,-4.17004E-09,,,,,,,,,
0.44003731,-4.22262E-09,,,,,,,,,
0.439016163,-4.21821E-09,,,,,,,,,
0.438118458,-4.18151E-09,,,,,,,,,
0.437077343,-4.18292E-09,,,,,,,,,
0.436079383,-4.19565E-09,,,,,,,,,
0.435043216,-4.18635E-09,,,,,,,,,
0.434072971,-4.20847E-09,,,,,,,,,
0.433066994,-4.16799E-09,,,,,,,,,
0.432061583,-4.23752E-09,,,,,,,,,
0.431044936,-4.18593E-09,,,,,,,,,
0.430039704,-4.22799E-09,,,,,,,,,
0.429090381,-4.16776E-09,,,,,,,,,
0.428095311,-4.18501E-09,,,,,,,,,
0.42705521,-4.19502E-09,,,,,,,,,
0.42608887,-4.1891E-09,,,,,,,,,
0.425080895,-4.14997E-09,,,,,,,,,
0.424102068,-4.1767E-09,,,,,,,,,
0.423039794,-4.20998E-09,,,,,,,,,
0.422018617,-4.26044E-09,,,,,,,,,
0.42102325,-4.16244E-09,,,,,,,,,
0.420070946,-4.21612E-09,,,,,,,,,
0.419096231,-4.1509E-09,,,,,,,,,
0.41806829,-4.21709E-09,,,,,,,,,
0.417053193,-4.16088E-09,,,,,,,,,
0.41602248,-4.25178E-09,,,,,,,,,
0.415015727,-4.22236E-09,,,,,,,,,
0.414053679,-4.21278E-09,,,,,,,,,
0.413021386,-4.19615E-09,,,,,,,,,
0.412040323,-4.23065E-09,,,,,,,,,
0.411017865,-4.22081E-09,,,,,,,,,
0.410050541,-4.21513E-09,,,,,,,,,
0.409068465,-4.19072E-09,,,,,,,,,
0.408044994,-4.23728E-09,,,,,,,,,
0.407039315,-4.20735E-09,,,,,,,,,
0.406077653,-4.18652E-09,,,,,,,,,
0.405048877,-4.1835E-09,,,,,,,,,
0.404045492,-4.20969E-09,,,,,,,,,
0.403062642,-4.17224E-09,,,,,,,,,
0.402036548,-4.21334E-09,,,,,,,,,
0.401031822,-4.18937E-09,,,,,,,,,
0.400062591,-4.20101E-09,,,,,,,,,
0.399079531,-4.15517E-09,,,,,,,,,
0.39805457,-4.21974E-09,,,,,,,,,
0.397056729,-4.1882E-09,,,,,,,,,
0.396095902,-4.20326E-09,,,,,,,,,
0.395056218,-4.18707E-09,,,,,,,,,
0.394081026,-4.20095E-09,,,,,,,,,
0.393067718,-4.16429E-09,,,,,,,,,
0.392051876,-4.25284E-09,,,,,,,,,
0.391033471,-4.19032E-09,,,,,,,,,
0.390007228,-4.24277E-09,,,,,,,,,
0.388995916,-4.23339E-09,,,,,,,,,
0.388017386,-4.24264E-09,,,,,,,,,
0.387065113,-4.19745E-09,,,,,,,,,
0.386072218,-4.20927E-09,,,,,,,,,
0.38500762,-4.19679E-09,,,,,,,,,
0.384065241,-4.19721E-09,,,,,,,,,
0.383041173,-4.18352E-09,,,,,,,,,
0.38204813,-4.20876E-09,,,,,,,,,
0.381112814,-4.14629E-09,,,,,,,,,
0.380050927,-4.22952E-09,,,,,,,,,
0.378997564,-4.19141E-09,,,,,,,,,
0.378028691,-4.24907E-09,,,,,,,,,
0.377065241,-4.163E-09,,,,,,,,,
0.376085818,-4.20547E-09,,,,,,,,,
0.375069708,-4.19112E-09,,,,,,,,,
0.374047786,-4.20682E-09,,,,,,,,,
0.373028755,-4.19154E-09,,,,,,,,,
0.372029781,-4.22134E-09,,,,,,,,,
0.371003062,-4.18812E-09,,,,,,,,,
0.370012462,-4.22702E-09,,,,,,,,,
0.369008839,-4.19804E-09,,,,,,,,,
0.368010372,-4.24126E-09,,,,,,,,,
0.367051095,-4.18887E-09,,,,,,,,,
0.366003543,-4.24627E-09,,,,,,,,,
0.365050018,-4.1838E-09,,,,,,,,,
0.364053577,-4.21948E-09,,,,,,,,,
0.363000631,-4.22457E-09,,,,,,,,,
0.362015992,-4.22608E-09,,,,,,,,,
0.361073792,-4.15013E-09,,,,,,,,,
0.36001128,-4.24423E-09,,,,,,,,,
0.359039247,-4.21005E-09,,,,,,,,,
0.358022094,-4.23659E-09,,,,,,,,,
0.35700497,-4.20317E-09,,,,,,,,,
0.356036454,-4.25216E-09,,,,,,,,,
0.355044723,-4.17137E-09,,,,,,,,,
0.354050934,-4.22722E-09,,,,,,,,,
0.353077859,-4.1312E-09,,,,,,,,,
0.352021456,-4.24626E-09,,,,,,,,,
0.351001948,-4.22133E-09,,,,,,,,,
0.350033671,-4.20503E-09,,,,,,,,,
0.349003106,-4.19102E-09,,,,,,,,,
0.348003209,-4.21716E-09,,,,,,,,,
0.347019494,-4.19735E-09,,,,,,,,,
0.346032083,-4.18975E-09,,,,,,,,,
0.345025271,-4.21042E-09,,,,,,,,,
0.344007462,-4.22075E-09,,,,,,,,,
0.343058288,-4.18592E-09,,,,,,,,,
0.3420344,-4.19556E-09,,,,,,,,,
0.341028333,-4.19129E-09,,,,,,,,,
0.340056896,-4.23419E-09,,,,,,,,,
0.339026481,-4.19138E-09,,,,,,,,,
0.338006884,-4.24403E-09,,,,,,,,,
0.337032586,-4.17695E-09,,,,,,,,,
0.336065292,-4.18883E-09,,,,,,,,,
0.33505559,-4.17438E-09,,,,,,,,,
0.334002107,-4.1998E-09,,,,,,,,,
0.332988501,-4.20905E-09,,,,,,,,,
0.33199811,-4.23731E-09,,,,,,,,,
0.331047505,-4.19799E-09,,,,,,,,,
0.330011934,-4.21233E-09,,,,,,,,,
0.329013228,-4.18853E-09,,,,,,,,,
0.328025728,-4.20107E-09,,,,,,,,,
0.327035606,-4.17288E-09,,,,,,,,,
0.326035291,-4.18912E-09,,,,,,,,,
0.325061858,-4.1802E-09,,,,,,,,,
0.324055374,-4.20579E-09,,,,,,,,,
0.322940499,-4.22256E-09,,,,,,,,,
0.321995467,-4.22137E-09,,,,,,,,,
0.321024835,-4.18368E-09,,,,,,,,,
0.319980979,-4.24162E-09,,,,,,,,,
0.319028139,-4.20896E-09,,,,,,,,,
0.318021536,-4.1997E-09,,,,,,,,,
0.317013115,-4.18492E-09,,,,,,,,,
0.31601429,-4.21841E-09,,,,,,,,,
0.31503427,-4.14448E-09,,,,,,,,,
0.314031124,-4.20826E-09,,,,,,,,,
0.312992156,-4.18239E-09,,,,,,,,,
0.311996043,-4.18864E-09,,,,,,,,,
0.311055452,-4.17366E-09,,,,,,,,,
0.310055405,-4.17794E-09,,,,,,,,,
0.309010983,-4.18704E-09,,,,,,,,,
0.30797419,-4.24736E-09,,,,,,,,,
0.306990325,-4.22865E-09,,,,,,,,,
0.305988222,-4.2496E-09,,,,,,,,,
0.304969639,-4.23055E-09,,,,,,,,,
0.303989559,-4.20807E-09,,,,,,,,,
0.30298844,-4.1924E-09,,,,,,,,,
0.301989436,-4.22031E-09,,,,,,,,,
0.300993592,-4.22272E-09,,,,,,,,,
0.300006449,-4.22468E-09,,,,,,,,,
0.299036056,-4.19469E-09,,,,,,,,,
0.297995955,-4.23948E-09,,,,,,,,,
0.296998888,-4.18928E-09,,,,,,,,,
0.29597792,-4.22682E-09,,,,,,,,,
0.294982374,-4.21384E-09,,,,,,,,,
0.294012129,-4.19875E-09,,,,,,,,,
0.292998821,-4.17322E-09,,,,,,,,,
0.29200989,-4.19521E-09,,,,,,,,,
0.290994108,-4.18889E-09,,,,,,,,,
0.290011764,-4.20796E-09,,,,,,,,,
0.288984418,-4.18853E-09,,,,,,,,,
0.287964135,-4.23133E-09,,,,,,,,,
0.287038416,-4.16317E-09,,,,,,,,,
0.285993636,-4.20179E-09,,,,,,,,,
0.284996569,-4.19858E-09,,,,,,,,,
0.284019232,-4.19032E-09,,,,,,,,,
0.282978237,-4.18757E-09,,,,,,,,,
0.281982154,-4.24218E-09,,,,,,,,,
0.28104192,-4.16844E-09,,,,,,,,,
0.28001231,-4.18512E-09,,,,,,,,,
0.279077947,-4.16501E-09,,,,,,,,,
0.277969927,-4.2423E-09,,,,,,,,,
0.277033299,-4.14528E-09,,,,,,,,,
0.276016116,-4.20918E-09,,,,,,,,,
0.27500999,-4.16648E-09,,,,,,,,,
0.274009168,-4.22366E-09,,,,,,,,,
0.273023427,-4.18994E-09,,,,,,,,,
0.272013843,-4.20066E-09,,,,,,,,,
0.270968586,-4.21141E-09,,,,,,,,,
0.270026237,-4.19566E-09,,,,,,,,,
0.268956751,-4.19201E-09,,,,,,,,,
0.267984867,-4.20615E-09,,,,,,,,,
0.266965628,-4.18358E-09,,,,,,,,,
0.266011447,-4.18626E-09,,,,,,,,,
0.26493603,-4.21306E-09,,,,,,,,,
0.264057219,-4.15266E-09,,,,,,,,,
0.262995541,-4.19697E-09,,,,,,,,,
0.261977047,-4.21123E-09,,,,,,,,,
0.260953635,-4.23154E-09,,,,,,,,,
0.259998053,-4.18261E-09,,,,,,,,,
0.259011,-4.19855E-09,,,,,,,,,
0.257988423,-4.20063E-09,,,,,,,,,
0.256954312,-4.20577E-09,,,,,,,,,
0.255973727,-4.25943E-09,,,,,,,,,
0.254961461,-4.22483E-09,,,,,,,,,
0.253941387,-4.25404E-09,,,,,,,,,
0.25302735,-4.15195E-09,,,,,,,,,
0.252043664,-4.19475E-09,,,,,,,,,
0.250948697,-4.21148E-09,,,,,,,,,
0.249994218,-4.22673E-09,,,,,,,,,
